Meßstelle;Meßdatum;Abstich;GW-Stand ( m NN );UTM_X;UTM_Y;Hoehe_ROK;Gelaendehoehe
DI-026;21.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;22.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;23.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;24.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;25.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;26.11.2022;2,58;71,68;32609107,7;5795590,989;74,26;74,4
DI-026;27.11.2022;2,58;71,68;32609107,7;5795590,989;74,26;74,4
DI-026;28.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;29.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;30.11.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;01.12.2022;2,58;71,68;32609107,7;5795590,989;74,26;74,4
DI-026;02.12.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;03.12.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;04.12.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;05.12.2022;2,57;71,69;32609107,7;5795590,989;74,26;74,4
DI-026;06.12.2022;2,56;71,70;32609107,7;5795590,989;74,26;74,4
DI-026;07.12.2022;2,56;71,70;32609107,7;5795590,989;74,26;74,4
DI-026;08.12.2022;2,55;71,71;32609107,7;5795590,989;74,26;74,4
DI-026;09.12.2022;2,54;71,72;32609107,7;5795590,989;74,26;74,4
DI-026;10.12.2022;2,54;71,72;32609107,7;5795590,989;74,26;74,4
DI-026;11.12.2022;2,54;71,72;32609107,7;5795590,989;74,26;74,4
DI-026;12.12.2022;2,53;71,73;32609107,7;5795590,989;74,26;74,4
DI-026;13.12.2022;2,53;71,73;32609107,7;5795590,989;74,26;74,4
DI-026;14.12.2022;2,53;71,73;32609107,7;5795590,989;74,26;74,4
DI-026;15.12.2022;2,53;71,73;32609107,7;5795590,989;74,26;74,4
DI-026;16.12.2022;2,53;71,73;32609107,7;5795590,989;74,26;74,4
DI-026;17.12.2022;2,54;71,72;32609107,7;5795590,989;74,26;74,4
DI-026;18.12.2022;2,54;71,72;32609107,7;5795590,989;74,26;74,4
DI-026;19.12.2022;2,54;71,72;32609107,7;5795590,989;74,26;74,4
DI-026;20.12.2022;2,53;71,73;32609107,7;5795590,989;74,26;74,4
DI-026;21.12.2022;2,52;71,74;32609107,7;5795590,989;74,26;74,4
DI-026;22.12.2022;2,52;71,74;32609107,7;5795590,989;74,26;74,4
DI-026;23.12.2022;2,51;71,75;32609107,7;5795590,989;74,26;74,4
DI-026;24.12.2022;2,50;71,76;32609107,7;5795590,989;74,26;74,4
DI-026;25.12.2022;2,48;71,78;32609107,7;5795590,989;74,26;74,4
DI-026;26.12.2022;2,45;71,81;32609107,7;5795590,989;74,26;74,4
DI-026;27.12.2022;2,43;71,83;32609107,7;5795590,989;74,26;74,4
DI-026;28.12.2022;2,40;71,86;32609107,7;5795590,989;74,26;74,4
DI-026;29.12.2022;2,38;71,88;32609107,7;5795590,989;74,26;74,4
DI-026;30.12.2022;2,36;71,90;32609107,7;5795590,989;74,26;74,4
DI-026;31.12.2022;2,35;71,91;32609107,7;5795590,989;74,26;74,4
DI-026;01.01.2023;2,34;71,92;32609107,7;5795590,989;74,26;74,4
DI-026;02.01.2023;2,33;71,93;32609107,7;5795590,989;74,26;74,4
DI-026;03.01.2023;2,33;71,93;32609107,7;5795590,989;74,26;74,4
DI-026;04.01.2023;2,33;71,93;32609107,7;5795590,989;74,26;74,4
DI-026;05.01.2023;2,32;71,94;32609107,7;5795590,989;74,26;74,4
DI-026;06.01.2023;2,32;71,94;32609107,7;5795590,989;74,26;74,4
DI-026;07.01.2023;2,31;71,95;32609107,7;5795590,989;74,26;74,4
DI-026;08.01.2023;2,29;71,97;32609107,7;5795590,989;74,26;74,4
DI-026;09.01.2023;2,28;71,98;32609107,7;5795590,989;74,26;74,4
DI-026;10.01.2023;2,28;71,98;32609107,7;5795590,989;74,26;74,4
DI-026;11.01.2023;2,27;71,99;32609107,7;5795590,989;74,26;74,4
DI-026;12.01.2023;2,25;72,01;32609107,7;5795590,989;74,26;74,4
DI-026;13.01.2023;2,24;72,02;32609107,7;5795590,989;74,26;74,4
DI-026;14.01.2023;2,23;72,03;32609107,7;5795590,989;74,26;74,4
DI-026;15.01.2023;2,20;72,06;32609107,7;5795590,989;74,26;74,4
DI-026;16.01.2023;2,17;72,09;32609107,7;5795590,989;74,26;74,4
DI-026;17.01.2023;2,15;72,11;32609107,7;5795590,989;74,26;74,4
DI-026;18.01.2023;2,14;72,12;32609107,7;5795590,989;74,26;74,4
DI-026;19.01.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;20.01.2023;2,15;72,11;32609107,7;5795590,989;74,26;74,4
DI-026;21.01.2023;2,16;72,10;32609107,7;5795590,989;74,26;74,4
DI-026;22.01.2023;2,16;72,10;32609107,7;5795590,989;74,26;74,4
DI-026;23.01.2023;2,16;72,10;32609107,7;5795590,989;74,26;74,4
DI-026;24.01.2023;2,15;72,11;32609107,7;5795590,989;74,26;74,4
DI-026;25.01.2023;2,14;72,12;32609107,7;5795590,989;74,26;74,4
DI-026;26.01.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;27.01.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;28.01.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;29.01.2023;2,12;72,14;32609107,7;5795590,989;74,26;74,4
DI-026;30.01.2023;2,12;72,14;32609107,7;5795590,989;74,26;74,4
DI-026;31.01.2023;2,14;72,12;32609107,7;5795590,989;74,26;74,4
DI-026;01.02.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;02.02.2023;2,12;72,14;32609107,7;5795590,989;74,26;74,4
DI-026;03.02.2023;2,10;72,16;32609107,7;5795590,989;74,26;74,4
DI-026;04.02.2023;2,10;72,16;32609107,7;5795590,989;74,26;74,4
DI-026;05.02.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;06.02.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;07.02.2023;2,06;72,20;32609107,7;5795590,989;74,26;74,4
DI-026;08.02.2023;2,06;72,20;32609107,7;5795590,989;74,26;74,4
DI-026;09.02.2023;2,06;72,20;32609107,7;5795590,989;74,26;74,4
DI-026;10.02.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;11.02.2023;2,08;72,18;32609107,7;5795590,989;74,26;74,4
DI-026;12.02.2023;2,10;72,16;32609107,7;5795590,989;74,26;74,4
DI-026;13.02.2023;2,11;72,15;32609107,7;5795590,989;74,26;74,4
DI-026;14.02.2023;2,11;72,15;32609107,7;5795590,989;74,26;74,4
DI-026;15.02.2023;2,11;72,15;32609107,7;5795590,989;74,26;74,4
DI-026;16.02.2023;2,12;72,14;32609107,7;5795590,989;74,26;74,4
DI-026;17.02.2023;2,11;72,15;32609107,7;5795590,989;74,26;74,4
DI-026;18.02.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;19.02.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;20.02.2023;2,09;72,17;32609107,7;5795590,989;74,26;74,4
DI-026;21.02.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;22.02.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;23.02.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;24.02.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;25.02.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;26.02.2023;2,06;72,20;32609107,7;5795590,989;74,26;74,4
DI-026;27.02.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;28.02.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;01.03.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;02.03.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;03.03.2023;2,08;72,18;32609107,7;5795590,989;74,26;74,4
DI-026;04.03.2023;2,08;72,18;32609107,7;5795590,989;74,26;74,4
DI-026;05.03.2023;2,08;72,18;32609107,7;5795590,989;74,26;74,4
DI-026;06.03.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;07.03.2023;2,06;72,20;32609107,7;5795590,989;74,26;74,4
DI-026;08.03.2023;2,08;72,18;32609107,7;5795590,989;74,26;74,4
DI-026;09.03.2023;2,09;72,17;32609107,7;5795590,989;74,26;74,4
DI-026;10.03.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;11.03.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;12.03.2023;1,94;72,32;32609107,7;5795590,989;74,26;74,4
DI-026;13.03.2023;1,88;72,38;32609107,7;5795590,989;74,26;74,4
DI-026;14.03.2023;1,87;72,39;32609107,7;5795590,989;74,26;74,4
DI-026;15.03.2023;1,88;72,38;32609107,7;5795590,989;74,26;74,4
DI-026;16.03.2023;1,88;72,38;32609107,7;5795590,989;74,26;74,4
DI-026;17.03.2023;1,87;72,39;32609107,7;5795590,989;74,26;74,4
DI-026;18.03.2023;1,89;72,37;32609107,7;5795590,989;74,26;74,4
DI-026;19.03.2023;1,90;72,36;32609107,7;5795590,989;74,26;74,4
DI-026;20.03.2023;1,92;72,34;32609107,7;5795590,989;74,26;74,4
DI-026;21.03.2023;1,92;72,34;32609107,7;5795590,989;74,26;74,4
DI-026;22.03.2023;1,92;72,34;32609107,7;5795590,989;74,26;74,4
DI-026;23.03.2023;1,93;72,33;32609107,7;5795590,989;74,26;74,4
DI-026;24.03.2023;1,94;72,32;32609107,7;5795590,989;74,26;74,4
DI-026;25.03.2023;1,95;72,31;32609107,7;5795590,989;74,26;74,4
DI-026;26.03.2023;1,97;72,29;32609107,7;5795590,989;74,26;74,4
DI-026;27.03.2023;2,00;72,26;32609107,7;5795590,989;74,26;74,4
DI-026;28.03.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;29.03.2023;2,00;72,26;32609107,7;5795590,989;74,26;74,4
DI-026;30.03.2023;1,99;72,27;32609107,7;5795590,989;74,26;74,4
DI-026;31.03.2023;2,00;72,26;32609107,7;5795590,989;74,26;74,4
DI-026;01.04.2023;1,99;72,27;32609107,7;5795590,989;74,26;74,4
DI-026;02.04.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;03.04.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;04.04.2023;2,00;72,26;32609107,7;5795590,989;74,26;74,4
DI-026;05.04.2023;1,99;72,27;32609107,7;5795590,989;74,26;74,4
DI-026;06.04.2023;2,00;72,26;32609107,7;5795590,989;74,26;74,4
DI-026;07.04.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;08.04.2023;2,03;72,23;32609107,7;5795590,989;74,26;74,4
DI-026;09.04.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;10.04.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;11.04.2023;2,03;72,23;32609107,7;5795590,989;74,26;74,4
DI-026;12.04.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;13.04.2023;2,02;72,24;32609107,7;5795590,989;74,26;74,4
DI-026;14.04.2023;2,03;72,23;32609107,7;5795590,989;74,26;74,4
DI-026;15.04.2023;2,03;72,23;32609107,7;5795590,989;74,26;74,4
DI-026;16.04.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;17.04.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;18.04.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;19.04.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;20.04.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;21.04.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;22.04.2023;2,04;72,22;32609107,7;5795590,989;74,26;74,4
DI-026;23.04.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;24.04.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;25.04.2023;2,08;72,18;32609107,7;5795590,989;74,26;74,4
DI-026;26.04.2023;2,09;72,17;32609107,7;5795590,989;74,26;74,4
DI-026;27.04.2023;2,10;72,16;32609107,7;5795590,989;74,26;74,4
DI-026;28.04.2023;2,10;72,16;32609107,7;5795590,989;74,26;74,4
DI-026;29.04.2023;2,11;72,15;32609107,7;5795590,989;74,26;74,4
DI-026;30.04.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;01.05.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;02.05.2023;2,15;72,11;32609107,7;5795590,989;74,26;74,4
DI-026;03.05.2023;2,16;72,10;32609107,7;5795590,989;74,26;74,4
DI-026;04.05.2023;2,16;72,10;32609107,7;5795590,989;74,26;74,4
DI-026;05.05.2023;2,16;72,10;32609107,7;5795590,989;74,26;74,4
DI-026;06.05.2023;2,16;72,10;32609107,7;5795590,989;74,26;74,4
DI-026;07.05.2023;2,17;72,09;32609107,7;5795590,989;74,26;74,4
DI-026;08.05.2023;2,18;72,08;32609107,7;5795590,989;74,26;74,4
DI-026;09.05.2023;2,17;72,09;32609107,7;5795590,989;74,26;74,4
DI-026;10.05.2023;2,18;72,08;32609107,7;5795590,989;74,26;74,4
DI-026;11.05.2023;2,19;72,07;32609107,7;5795590,989;74,26;74,4
DI-026;12.05.2023;2,20;72,06;32609107,7;5795590,989;74,26;74,4
DI-026;13.05.2023;2,20;72,06;32609107,7;5795590,989;74,26;74,4
DI-026;14.05.2023;2,21;72,05;32609107,7;5795590,989;74,26;74,4
DI-026;15.05.2023;2,21;72,05;32609107,7;5795590,989;74,26;74,4
DI-026;16.05.2023;2,22;72,04;32609107,7;5795590,989;74,26;74,4
DI-026;17.05.2023;2,24;72,02;32609107,7;5795590,989;74,26;74,4
DI-026;18.05.2023;2,25;72,01;32609107,7;5795590,989;74,26;74,4
DI-026;19.05.2023;2,26;72,00;32609107,7;5795590,989;74,26;74,4
DI-026;20.05.2023;2,26;72,00;32609107,7;5795590,989;74,26;74,4
DI-026;21.05.2023;2,26;72,00;32609107,7;5795590,989;74,26;74,4
DI-026;22.05.2023;2,27;71,99;32609107,7;5795590,989;74,26;74,4
DI-026;23.05.2023;2,28;71,98;32609107,7;5795590,989;74,26;74,4
DI-026;24.05.2023;2,29;71,97;32609107,7;5795590,989;74,26;74,4
DI-026;25.05.2023;2,29;71,97;32609107,7;5795590,989;74,26;74,4
DI-026;26.05.2023;2,30;71,96;32609107,7;5795590,989;74,26;74,4
DI-026;27.05.2023;2,30;71,96;32609107,7;5795590,989;74,26;74,4
DI-026;28.05.2023;2,30;71,96;32609107,7;5795590,989;74,26;74,4
DI-026;29.05.2023;2,32;71,94;32609107,7;5795590,989;74,26;74,4
DI-026;30.05.2023;2,33;71,93;32609107,7;5795590,989;74,26;74,4
DI-026;31.05.2023;2,33;71,93;32609107,7;5795590,989;74,26;74,4
DI-026;01.06.2023;2,34;71,92;32609107,7;5795590,989;74,26;74,4
DI-026;02.06.2023;2,35;71,91;32609107,7;5795590,989;74,26;74,4
DI-026;03.06.2023;2,36;71,90;32609107,7;5795590,989;74,26;74,4
DI-026;04.06.2023;2,37;71,89;32609107,7;5795590,989;74,26;74,4
DI-026;05.06.2023;2,38;71,88;32609107,7;5795590,989;74,26;74,4
DI-026;06.06.2023;2,38;71,88;32609107,7;5795590,989;74,26;74,4
DI-026;07.06.2023;2,39;71,87;32609107,7;5795590,989;74,26;74,4
DI-026;08.06.2023;2,40;71,86;32609107,7;5795590,989;74,26;74,4
DI-026;09.06.2023;2,41;71,85;32609107,7;5795590,989;74,26;74,4
DI-026;10.06.2023;2,42;71,84;32609107,7;5795590,989;74,26;74,4
DI-026;11.06.2023;2,42;71,84;32609107,7;5795590,989;74,26;74,4
DI-026;12.06.2023;2,43;71,83;32609107,7;5795590,989;74,26;74,4
DI-026;13.06.2023;2,44;71,82;32609107,7;5795590,989;74,26;74,4
DI-026;14.06.2023;2,45;71,81;32609107,7;5795590,989;74,26;74,4
DI-026;15.06.2023;2,46;71,80;32609107,7;5795590,989;74,26;74,4
DI-026;16.06.2023;2,46;71,80;32609107,7;5795590,989;74,26;74,4
DI-026;17.06.2023;2,47;71,79;32609107,7;5795590,989;74,26;74,4
DI-026;18.06.2023;2,48;71,78;32609107,7;5795590,989;74,26;74,4
DI-026;19.06.2023;2,48;71,78;32609107,7;5795590,989;74,26;74,4
DI-026;20.06.2023;2,49;71,77;32609107,7;5795590,989;74,26;74,4
DI-026;21.06.2023;2,50;71,76;32609107,7;5795590,989;74,26;74,4
DI-026;22.06.2023;2,50;71,76;32609107,7;5795590,989;74,26;74,4
DI-026;23.06.2023;2,35;71,91;32609107,7;5795590,989;74,26;74,4
DI-026;24.06.2023;2,10;72,16;32609107,7;5795590,989;74,26;74,4
DI-026;25.06.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;26.06.2023;1,96;72,30;32609107,7;5795590,989;74,26;74,4
DI-026;27.06.2023;1,96;72,30;32609107,7;5795590,989;74,26;74,4
DI-026;28.06.2023;1,97;72,29;32609107,7;5795590,989;74,26;74,4
DI-026;29.06.2023;1,97;72,29;32609107,7;5795590,989;74,26;74,4
DI-026;30.06.2023;1,97;72,29;32609107,7;5795590,989;74,26;74,4
DI-026;01.07.2023;1,95;72,31;32609107,7;5795590,989;74,26;74,4
DI-026;02.07.2023;1,97;72,29;32609107,7;5795590,989;74,26;74,4
DI-026;03.07.2023;1,99;72,27;32609107,7;5795590,989;74,26;74,4
DI-026;04.07.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;05.07.2023;2,01;72,25;32609107,7;5795590,989;74,26;74,4
DI-026;06.07.2023;2,05;72,21;32609107,7;5795590,989;74,26;74,4
DI-026;07.07.2023;2,07;72,19;32609107,7;5795590,989;74,26;74,4
DI-026;08.07.2023;2,08;72,18;32609107,7;5795590,989;74,26;74,4
DI-026;09.07.2023;2,10;72,16;32609107,7;5795590,989;74,26;74,4
DI-026;10.07.2023;2,11;72,15;32609107,7;5795590,989;74,26;74,4
DI-026;11.07.2023;2,12;72,14;32609107,7;5795590,989;74,26;74,4
DI-026;12.07.2023;2,13;72,13;32609107,7;5795590,989;74,26;74,4
DI-026;13.07.2023;2,15;72,11;32609107,7;5795590,989;74,26;74,4
DI-027;30.11.2018;2,17;71,58;32609459,94;5796105,935;73,75;73,9
DI-027;23.05.2019;1,69;72,06;32609459,94;5796105,935;73,75;73,9
DI-027;21.11.2019;1,78;71,97;32609459,94;5796105,935;73,75;73,9
DI-027;26.02.2020;1,45;72,30;32609459,94;5796105,935;73,75;73,9
DI-027;28.10.2020;1,91;71,84;32609459,94;5796105,935;73,75;73,9
DI-027;30.03.2021;1,42;72,33;32609459,94;5796105,935;73,75;73,9
DI-027;11.02.2022;1,42;72,33;32609459,94;5796105,935;73,75;73,9
GE-004;13.08.2019;2,02;80,44;32600525,4;5785444,026;82,46;82,59
GE-004;17.07.2020;1,53;80,93;32600525,4;5785444,026;82,46;82,59
GE-004;01.09.2021;1,22;81,24;32600525,4;5785444,026;82,46;82,59
GE-004;18.10.2022;2,31;80,15;32600525,4;5785444,026;82,46;82,59
GF-002;12.04.2018;3,01;64,16;32597592,49;5798452,348;67,17;66,9
GF-002;15.05.2020;3,52;63,65;32597592,49;5798452,348;67,17;66,9
GF-002;15.11.2020;4,18;62,99;32597592,49;5798452,348;67,17;66,9
GF-002;20.10.2021;3,85;63,32;32597592,49;5798452,348;67,17;66,9
GF-002;14.04.2022;3,45;63,72;32597592,49;5798452,348;67,17;66,9
GF-002;17.11.2022;4,30;62,87;32597592,49;5798452,348;67,17;66,9
GF-003;12.04.2018;3,81;63,05;32597941,55;5798309,75;66,86;66,9
GF-003;15.05.2020;4,30;62,56;32597941,55;5798309,75;66,86;66,9
GF-003;20.10.2021;4,60;62,26;32597941,55;5798309,75;66,86;66,9
GF-003;14.04.2022;4,25;62,61;32597941,55;5798309,75;66,86;66,9
GF-005;12.04.2018;3,15;63,07;32597288,22;5798889,93;66,22;66,4
GF-006;16.01.2018;14,84;68,82;32605682,49;5800366,67;83,66;83,7
GF-006;12.02.2018;14,78;68,88;32605682,49;5800366,67;83,66;83,7
GF-006;13.02.2018;14,77;68,89;32605682,49;5800366,67;83,66;83,7
GF-006;14.02.2018;14,77;68,89;32605682,49;5800366,67;83,66;83,7
GF-006;15.02.2018;14,76;68,90;32605682,49;5800366,67;83,66;83,7
GF-006;16.02.2018;14,76;68,90;32605682,49;5800366,67;83,66;83,7
GF-006;17.02.2018;14,76;68,90;32605682,49;5800366,67;83,66;83,7
GF-006;18.02.2018;14,76;68,90;32605682,49;5800366,67;83,66;83,7
GF-006;19.02.2018;14,75;68,91;32605682,49;5800366,67;83,66;83,7
GF-006;20.02.2018;14,75;68,91;32605682,49;5800366,67;83,66;83,7
GF-006;21.02.2018;14,75;68,91;32605682,49;5800366,67;83,66;83,7
GF-006;22.02.2018;14,75;68,91;32605682,49;5800366,67;83,66;83,7
GF-006;23.02.2018;14,75;68,91;32605682,49;5800366,67;83,66;83,7
GF-006;24.02.2018;14,75;68,91;32605682,49;5800366,67;83,66;83,7
GF-006;25.02.2018;14,75;68,91;32605682,49;5800366,67;83,66;83,7
GF-006;26.02.2018;14,74;68,92;32605682,49;5800366,67;83,66;83,7
GF-006;27.02.2018;14,74;68,92;32605682,49;5800366,67;83,66;83,7
GF-006;28.02.2018;14,74;68,92;32605682,49;5800366,67;83,66;83,7
GF-006;01.03.2018;14,73;68,93;32605682,49;5800366,67;83,66;83,7
GF-006;02.03.2018;14,72;68,94;32605682,49;5800366,67;83,66;83,7
GF-006;03.03.2018;14,72;68,94;32605682,49;5800366,67;83,66;83,7
GF-006;04.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;05.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;06.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;07.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;08.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;09.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;10.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;11.03.2018;14,70;68,96;32605682,49;5800366,67;83,66;83,7
GF-006;12.03.2018;14,70;68,96;32605682,49;5800366,67;83,66;83,7
GF-006;13.03.2018;14,70;68,96;32605682,49;5800366,67;83,66;83,7
GF-006;14.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;15.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;16.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;17.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;18.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;19.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;20.03.2018;14,71;68,95;32605682,49;5800366,67;83,66;83,7
GF-006;21.03.2018;14,72;68,94;32605682,49;5800366,67;83,66;83,7
GF-006;22.03.2018;14,70;68,96;32605682,49;5800366,67;83,66;83,7
GF-006;23.03.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;24.03.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;25.03.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;26.03.2018;14,70;68,96;32605682,49;5800366,67;83,66;83,7
GF-006;27.03.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;28.03.2018;14,68;68,98;32605682,49;5800366,67;83,66;83,7
GF-006;29.03.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;30.03.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;31.03.2018;14,68;68,98;32605682,49;5800366,67;83,66;83,7
GF-006;01.04.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;02.04.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;03.04.2018;14,68;68,98;32605682,49;5800366,67;83,66;83,7
GF-006;04.04.2018;14,68;68,98;32605682,49;5800366,67;83,66;83,7
GF-006;05.04.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;06.04.2018;14,70;68,96;32605682,49;5800366,67;83,66;83,7
GF-006;07.04.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;08.04.2018;14,69;68,97;32605682,49;5800366,67;83,66;83,7
GF-006;09.04.2018;14,68;68,98;32605682,49;5800366,67;83,66;83,7
GF-006;10.04.2018;14,68;68,98;32605682,49;5800366,67;83,66;83,7
GF-006;11.04.2018;14,68;68,98;32605682,49;5800366,67;83,66;83,7
