Meßstelle;Meßdatum;Abstich;GW-Stand ( m NN );UTM_X;UTM_Y;Hoehe_ROK;Gelaendehoehe
NP-051;10.09.2021;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;11.09.2021;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;12.09.2021;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;13.09.2021;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;14.09.2021;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;15.09.2021;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;16.09.2021;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;17.09.2021;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;18.09.2021;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;19.09.2021;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;20.09.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;21.09.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;22.09.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;23.09.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;24.09.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;25.09.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;26.09.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;27.09.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;28.09.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;29.09.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;30.09.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;01.10.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;02.10.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;03.10.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;04.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;05.10.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;06.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;07.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;08.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;09.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;10.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;11.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;12.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;13.10.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;14.10.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;15.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;16.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;17.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;18.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;19.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;20.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;21.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;22.10.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;23.10.2021;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;24.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;25.10.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;26.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;27.10.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;28.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;29.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;30.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;31.10.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;01.11.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;02.11.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;03.11.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;04.11.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;05.11.2021;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;06.11.2021;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;07.11.2021;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;08.11.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;09.11.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;10.11.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;11.11.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;12.11.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;13.11.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;14.11.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;15.11.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;16.11.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;17.11.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;18.11.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;19.11.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;20.11.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;21.11.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;22.11.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;23.11.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;24.11.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;25.11.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;26.11.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;27.11.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;28.11.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;29.11.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;30.11.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;01.12.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;02.12.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;03.12.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;04.12.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;05.12.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;06.12.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;07.12.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;08.12.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;09.12.2021;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;10.12.2021;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;11.12.2021;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;12.12.2021;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;13.12.2021;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;14.12.2021;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;15.12.2021;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;16.12.2021;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;17.12.2021;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;18.12.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;19.12.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;20.12.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;21.12.2021;1,51;66,92;32603308,11;5792500,322;68,43;68,6
NP-051;22.12.2021;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;23.12.2021;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;24.12.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;25.12.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;26.12.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;27.12.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;28.12.2021;1,46;66,97;32603308,11;5792500,322;68,43;68,6
NP-051;29.12.2021;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;30.12.2021;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;31.12.2021;1,46;66,97;32603308,11;5792500,322;68,43;68,6
NP-051;01.01.2022;1,46;66,97;32603308,11;5792500,322;68,43;68,6
NP-051;02.01.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;03.01.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;04.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;05.01.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;06.01.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;07.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;08.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;09.01.2022;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;10.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;11.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;12.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;13.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;14.01.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;15.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;16.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;17.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;18.01.2022;1,46;66,97;32603308,11;5792500,322;68,43;68,6
NP-051;19.01.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;20.01.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;21.01.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;22.01.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;23.01.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;24.01.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;25.01.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;26.01.2022;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;27.01.2022;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;28.01.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;29.01.2022;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;30.01.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;31.01.2022;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;01.02.2022;1,39;67,04;32603308,11;5792500,322;68,43;68,6
NP-051;02.02.2022;1,39;67,04;32603308,11;5792500,322;68,43;68,6
NP-051;03.02.2022;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;04.02.2022;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;05.02.2022;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;06.02.2022;1,34;67,09;32603308,11;5792500,322;68,43;68,6
NP-051;07.02.2022;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;08.02.2022;1,27;67,16;32603308,11;5792500,322;68,43;68,6
NP-051;09.02.2022;1,30;67,13;32603308,11;5792500,322;68,43;68,6
NP-051;10.02.2022;1,29;67,14;32603308,11;5792500,322;68,43;68,6
NP-051;11.02.2022;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;12.02.2022;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;13.02.2022;1,31;67,12;32603308,11;5792500,322;68,43;68,6
NP-051;14.02.2022;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;15.02.2022;1,33;67,10;32603308,11;5792500,322;68,43;68,6
NP-051;16.02.2022;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;17.02.2022;1,24;67,19;32603308,11;5792500,322;68,43;68,6
NP-051;18.02.2022;1,12;67,31;32603308,11;5792500,322;68,43;68,6
NP-051;19.02.2022;1,18;67,25;32603308,11;5792500,322;68,43;68,6
NP-051;20.02.2022;1,15;67,28;32603308,11;5792500,322;68,43;68,6
NP-051;21.02.2022;1,08;67,35;32603308,11;5792500,322;68,43;68,6
NP-051;22.02.2022;0,97;67,46;32603308,11;5792500,322;68,43;68,6
NP-051;23.02.2022;0,96;67,47;32603308,11;5792500,322;68,43;68,6
NP-051;24.02.2022;0,95;67,48;32603308,11;5792500,322;68,43;68,6
NP-051;25.02.2022;1,03;67,40;32603308,11;5792500,322;68,43;68,6
NP-051;26.02.2022;1,06;67,37;32603308,11;5792500,322;68,43;68,6
NP-051;27.02.2022;1,09;67,34;32603308,11;5792500,322;68,43;68,6
NP-051;28.02.2022;1,14;67,29;32603308,11;5792500,322;68,43;68,6
NP-051;01.03.2022;1,15;67,28;32603308,11;5792500,322;68,43;68,6
NP-051;02.03.2022;1,18;67,25;32603308,11;5792500,322;68,43;68,6
NP-051;03.03.2022;1,21;67,22;32603308,11;5792500,322;68,43;68,6
NP-051;04.03.2022;1,25;67,18;32603308,11;5792500,322;68,43;68,6
NP-051;05.03.2022;1,26;67,17;32603308,11;5792500,322;68,43;68,6
NP-051;06.03.2022;1,27;67,16;32603308,11;5792500,322;68,43;68,6
NP-051;07.03.2022;1,39;67,04;32603308,11;5792500,322;68,43;68,6
NP-051;08.03.2022;1,33;67,10;32603308,11;5792500,322;68,43;68,6
NP-051;09.03.2022;1,35;67,08;32603308,11;5792500,322;68,43;68,6
NP-051;10.03.2022;1,34;67,09;32603308,11;5792500,322;68,43;68,6
NP-051;11.03.2022;1,33;67,10;32603308,11;5792500,322;68,43;68,6
NP-051;12.03.2022;1,33;67,10;32603308,11;5792500,322;68,43;68,6
NP-051;13.03.2022;1,33;67,10;32603308,11;5792500,322;68,43;68,6
NP-051;14.03.2022;1,34;67,09;32603308,11;5792500,322;68,43;68,6
NP-051;15.03.2022;1,34;67,09;32603308,11;5792500,322;68,43;68,6
NP-051;16.03.2022;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;17.03.2022;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;18.03.2022;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;19.03.2022;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;20.03.2022;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;21.03.2022;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;22.03.2022;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;23.03.2022;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;24.03.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;25.03.2022;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;26.03.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;27.03.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;28.03.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;29.03.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;30.03.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;31.03.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;01.04.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;02.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;03.04.2022;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;04.04.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;05.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;06.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;07.04.2022;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;08.04.2022;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;09.04.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;10.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;11.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;12.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;13.04.2022;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;14.04.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;15.04.2022;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;16.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;17.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;18.04.2022;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;19.04.2022;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;20.04.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;21.04.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;22.04.2022;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;23.04.2022;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;24.04.2022;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;25.04.2022;1,39;67,04;32603308,11;5792500,322;68,43;68,6
NP-051;23.09.2022;1,63;66,80;32603308,11;5792500,322;68,43;68,6
NP-051;24.09.2022;1,65;66,78;32603308,11;5792500,322;68,43;68,6
NP-051;25.09.2022;1,63;66,80;32603308,11;5792500,322;68,43;68,6
NP-051;26.09.2022;1,60;66,83;32603308,11;5792500,322;68,43;68,6
NP-051;27.09.2022;1,59;66,84;32603308,11;5792500,322;68,43;68,6
NP-051;28.09.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;29.09.2022;1,59;66,84;32603308,11;5792500,322;68,43;68,6
NP-051;30.09.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;01.10.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;02.10.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;03.10.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;04.10.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;05.10.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;06.10.2022;1,59;66,84;32603308,11;5792500,322;68,43;68,6
NP-051;07.10.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;08.10.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;09.10.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;10.10.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;11.10.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;12.10.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;13.10.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;14.10.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;15.10.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;16.10.2022;1,58;66,85;32603308,11;5792500,322;68,43;68,6
NP-051;17.10.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;18.10.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;19.10.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;20.10.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;21.10.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;22.10.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;23.10.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;24.10.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;25.10.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;26.10.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;27.10.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;28.10.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;29.10.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;30.10.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;31.10.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;01.11.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;02.11.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;03.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;04.11.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;05.11.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;06.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;07.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;08.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;09.11.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;10.11.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;11.11.2022;1,57;66,86;32603308,11;5792500,322;68,43;68,6
NP-051;12.11.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;13.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;14.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;15.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;16.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;17.11.2022;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;18.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;19.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;20.11.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;21.11.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;22.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;23.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;24.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;25.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;26.11.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;27.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;28.11.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;29.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;30.11.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;01.12.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;02.12.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;03.12.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;04.12.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;05.12.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;06.12.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;07.12.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;08.12.2022;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;09.12.2022;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;10.12.2022;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;11.12.2022;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;12.12.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;13.12.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;14.12.2022;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;15.12.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;16.12.2022;1,55;66,88;32603308,11;5792500,322;68,43;68,6
NP-051;17.12.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;18.12.2022;1,56;66,87;32603308,11;5792500,322;68,43;68,6
NP-051;19.12.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;20.12.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;21.12.2022;1,54;66,89;32603308,11;5792500,322;68,43;68,6
NP-051;22.12.2022;1,53;66,90;32603308,11;5792500,322;68,43;68,6
NP-051;23.12.2022;1,52;66,91;32603308,11;5792500,322;68,43;68,6
NP-051;24.12.2022;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;25.12.2022;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;26.12.2022;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;27.12.2022;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;28.12.2022;1,46;66,97;32603308,11;5792500,322;68,43;68,6
NP-051;29.12.2022;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;30.12.2022;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;31.12.2022;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;01.01.2023;1,49;66,94;32603308,11;5792500,322;68,43;68,6
NP-051;02.01.2023;1,48;66,95;32603308,11;5792500,322;68,43;68,6
NP-051;03.01.2023;1,50;66,93;32603308,11;5792500,322;68,43;68,6
NP-051;04.01.2023;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;05.01.2023;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;06.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;07.01.2023;1,46;66,97;32603308,11;5792500,322;68,43;68,6
NP-051;08.01.2023;1,46;66,97;32603308,11;5792500,322;68,43;68,6
NP-051;09.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;10.01.2023;1,47;66,96;32603308,11;5792500,322;68,43;68,6
NP-051;11.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;12.01.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;13.01.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;14.01.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;15.01.2023;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;16.01.2023;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;17.01.2023;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;18.01.2023;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;19.01.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;20.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
